Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
no checking account,0.029411764705882346,no credits taken/ all credits paid back duly,car (new),0.05249257180587652,100 <= ... < 500 DM,1 <= ... < 4 years,1.0,male : single,none,0.0,unknown / no property,0.28571428571428575,bank,rent,0.0,skilled employee / official,0.0,none,no
... >= 200 DM / salary assignments for at least 1 year,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.09216463079124024,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.125,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,existing credits paid back duly till now,radio/television,0.010069329811819083,... < 100 DM,unemployed,0.6666666666666667,female : divorced/separated/married,co-applicant,1.0,real estate,0.0535714285714286,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.029411764705882346,critical account/ other credits existing (not at this bank),car (new),0.022889842632331906,>= 1000 DM,4 <= ... < 7 years,0.6666666666666667,female : divorced/separated/married,none,1.0,real estate,0.35714285714285715,none,own,0.3333333333333333,unskilled - resident,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.1101023440079234,... < 100 DM,1 <= ... < 4 years,0.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.48214285714285715,none,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.38235294117647056,existing credits paid back duly till now,car (new),0.10454495433036205,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,0.3333333333333333,unknown / no property,0.0892857142857143,bank,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,delay in paying off in the past,furniture/equipment,0.21464729833828547,100 <= ... < 500 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.28571428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.07352941176470588,existing credits paid back duly till now,furniture/equipment,0.09794211510949709,unknown/ no savings account,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.0,"car or other, not in attribute 6",0.0892857142857143,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.8235294117647058,delay in paying off in the past,radio/television,0.39440959612633436,unknown/ no savings account,1 <= ... < 4 years,0.0,male : single,none,0.0,real estate,0.14285714285714285,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.13392758886321118,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,real estate,0.28571428571428575,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
... < 0 DM,0.1176470588235294,all credits at this bank paid back duly,radio/television,0.10448993067018818,... < 100 DM,1 <= ... < 4 years,1.0,male : divorced/separated,none,0.0,unknown / no property,0.17857142857142855,none,for free,0.0,skilled employee / official,0.0,none,yes
no checking account,0.16176470588235292,existing credits paid back duly till now,car (used),0.19599427753934193,100 <= ... < 500 DM,< 1 year,0.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.07142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.10294117647058824,critical account/ other credits existing (not at this bank),radio/television,0.04974138879718279,100 <= ... < 500 DM,unemployed,1.0,female : divorced/separated/married,none,1.0,real estate,0.6785714285714286,none,own,0.6666666666666667,unskilled - resident,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.07741828986464179,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.14285714285714285,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.07444701221525256,... < 100 DM,>= 7 years,1.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.6428571428571428,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.27797953119841534,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,unknown / no property,0.30357142857142855,none,for free,0.6666666666666667,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),education,0.13744910311433917,... < 100 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,unknown / no property,0.6785714285714286,bank,for free,0.6666666666666667,unskilled - resident,0.0,none,yes
no checking account,0.08823529411764706,critical account/ other credits existing (not at this bank),car (new),0.05397821063057115,... < 100 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,real estate,0.23214285714285715,none,own,0.3333333333333333,unskilled - resident,1.0,none,no
0 <= ... < 200 DM,0.16176470588235292,existing credits paid back duly till now,radio/television,0.030373060415978873,... < 100 DM,>= 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.32142857142857145,none,own,0.0,skilled employee / official,1.0,none,yes
no checking account,0.47058823529411764,critical account/ other credits existing (not at this bank),business,0.33311323869263787,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,real estate,0.30357142857142855,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.07059535600308132,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.33928571428571425,stores,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.14705882352941174,existing credits paid back duly till now,car (new),0.48024650599757895,... < 100 DM,>= 7 years,0.0,male : divorced/separated,none,1.0,building society savings agreement/ life insurance,0.46428571428571425,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",no
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.041212721470232194,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.10714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.20588235294117646,existing credits paid back duly till now,car (new),0.13271706833938596,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.23214285714285715,none,own,0.0,skilled employee / official,0.0,none,no
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.06338725652030373,500 <= ... < 1000 DM,4 <= ... < 7 years,0.6666666666666667,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.32142857142857145,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.6470588235294117,all credits at this bank paid back duly,car (new),0.6558270056124132,unknown/ no savings account,unemployed,1.0,male : single,co-applicant,1.0,unknown / no property,0.30357142857142855,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.6470588235294117,existing credits paid back duly till now,radio/television,0.1546164850885881,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,real estate,0.16071428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.38235294117647056,existing credits paid back duly till now,repairs,0.6464179597226807,... < 100 DM,< 1 year,0.0,male : divorced/separated,none,0.0,unknown / no property,0.26785714285714285,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,existing credits paid back duly till now,radio/television,0.13464289644547156,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,0.3333333333333333,real estate,0.23214285714285715,none,own,0.0,skilled employee / official,1.0,none,yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.11852096401452623,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.125,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.055683944095961266,unknown/ no savings account,>= 7 years,0.3333333333333333,male : divorced/separated,none,1.0,building society savings agreement/ life insurance,0.5357142857142858,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.029411764705882346,existing credits paid back duly till now,furniture/equipment,0.23995818201826785,... < 100 DM,< 1 year,0.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.23214285714285715,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,radio/television,0.09084406294706723,100 <= ... < 500 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.17857142857142855,none,rent,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),car (used),0.17156377242214152,>= 1000 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,unknown / no property,0.07142857142857145,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,existing credits paid back duly till now,furniture/equipment,0.07285132607021019,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,real estate,0.5535714285714286,none,own,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.20588235294117646,all credits at this bank paid back duly,radio/television,0.06575327390778034,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.5357142857142858,bank,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),furniture/equipment,0.06988004842082095,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.7857142857142858,none,own,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),car (new),0.19962583911081766,100 <= ... < 500 DM,< 1 year,1.0,male : divorced/separated,none,0.3333333333333333,"car or other, not in attribute 6",0.32142857142857145,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
